,Unnamed: 0,index,ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,level
103,103,4941,2022-M7NN7Q,"{น้ำท่วม,ถนน}","เขตลาดพร้าว,ฝ่ายโยธา เขตลาดพร้าว,ผอ.เขตลาดพร้าว (นางสุภาพร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ปัญหาน้ำท่วมเวลาฝนตกหนัก บริเวณถนนสุคนธสวัสดิ์ เขตลาดพร้าว ตั้งแต่ช่วงซอยสุคนธสวัสดิ์ 30 ถึงซอยสุคนธสวัสดิ์ 24,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8132f4962c82d90de465db3c94c2278238cc39c2.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e33db095434d363efa419b3c847bb804e16b3e80.png,"100.62276,13.82692",RJGF+Q2C แขวงลาดพร้าว Lat Phrao กรุงเทพมหานคร 10230 ประเทศไทย,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,2022-06-02 19:32:40.955449+00,เสร็จสิ้น,,0,2022-06-13 04:34:09.564078+00,2.0
104,104,4942,2022-7UBRXF,{น้ำท่วม},"เขตลาดพร้าว,ฝ่ายโยธา เขตลาดพร้าว,ผอ.เขตลาดพร้าว (นางสุภาพร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",น้ำท่วมซอยเสนานิคม ลาดพร้าว,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f5b01182656575c02b871147d6ba0b715c71ab0b.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ba29bcb6f559b3808676f08c57ce61624b349e47.png,"100.60964,13.83091",36/8 ซอย ประเสริฐมนูกิจ 18 แขวง จรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,จรเข้บัว,ลาดพร้าว,กรุงเทพมหานคร,2022-06-02 19:38:53.309388+00,เสร็จสิ้น,,0,2022-06-13 04:35:17.970502+00,2.0
105,105,4947,2022-3MZ7UA,{น้ำท่วม},"เขตลาดพร้าว,ฝ่ายโยธา เขตลาดพร้าว,ผอ.เขตลาดพร้าว (นางสุภาพร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",น้ำท่วมโรงเรียนสตรีวิทยา2,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2cabb21bf33055b5a457a4f41076f5f9dee43042.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/021e7c5612f25ee476a5a3e2f668e7b869eff6d9.png,"100.61570,13.82585",RJG8+88W แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,2022-06-02 19:49:29.125779+00,เสร็จสิ้น,,0,2022-06-13 04:40:23.111498+00,2.0
107,107,4960,2022-9P4Q3V,"{ท่อระบายน้ำ,ถนน,น้ำท่วม}","เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",น้ำท่วมขังในซอยโพธิ์แก้ว 3 แยก 19-2 (ซอยประภาสเพ็ญ) กรุงเทพฯ เนื่องจากถนนไม่มีท่อระบายน้ำ และถนนยังเป็นทางลูกรัง ถนนที่เห็นในรูปนั้นเป็นถนนที่คนในซอยออกเงินทำกันเอง เลยเป็นสภาพชั่วคราวให้พอใช้ได้กันไปก่อนค่ะ ขอความกรุณาเข้ามาตรวจเช็คและแก้ไขให้หน่อยค่ะ เนื่องจากได้เคยมีการทำเรื่องไปหลายครั้งแล้วในอดีต และมี กทม. เคยเข้ามาติดป้ายว่าจะดำเนินการให้ถึง 2 ครั้ง แต่สุดท้ายก็มาเอาป้ายออกโดยที่ไม่ได้ทำถนนหรือแก้ไขใดๆค่ะ ขอบคุณล่วงหน้าค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7d224222d23a7b8548d33921d42b7e2749d779f4.jpg,,"100.62983,13.81020",54 ซอย โพธิ์แก้ว 3 แยก 19-2 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,2022-06-02 21:31:40.532377+00,เสร็จสิ้น,,0,2022-06-06 15:20:13.914047+00,2.0
108,108,4963,2022-8AX98L,"{น้ำท่วม,ท่อระบายน้ำ,ถนน}","เขตบางกะปิ,ฝ่ายโยธา เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",น้ำท่วมขังในซอยโพธิ์แก้ว 3 แยก 19-2 (ซอยประภาสเพ็ญ) กรุงเทพฯ เนื่องจากถนนไม่มีท่อระบายน้ำ และถนนยังเป็นทางลูกรัง ถนนที่เห็นในรูปนั้นเป็นถนนที่คนในซอยออกเงินทำกันเอง เลยเป็นสภาพชั่วคราวให้พอใช้ได้กันไปก่อนค่ะ ขอความกรุณาเข้ามาตรวจเช็คและแก้ไขให้หน่อยค่ะ เนื่องจากได้เคยมีการทำเรื่องไปหลายครั้งแล้วในอดีต และมี กทม. เคยเข้ามาติดป้ายว่าจะดำเนินการให้ถึง 2 ครั้ง แต่สุดท้ายก็มาเอาป้ายออกโดยที่ไม่ได้ทำถนนหรือแก้ไขใดๆค่ะ ขอบคุณล่วงหน้าค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7d74a5cbc1a8652db7741b59f1b39d1065d46311.jpg,,"100.62993,13.81025",54 ซอย โพธิ์แก้ว 3 แยก 19-2 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,2022-06-02 21:58:50.226721+00,เสร็จสิ้น,,0,2022-06-18 16:06:46.026301+00,2.0
109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1.0
110,110,5034,2022-LXRDW7,"{น้ำท่วม,ถนน}","เขตทุ่งครุ,ฝ่ายโยธา เขตทุ่งครุ,ผอ.เขตทุ่งครุ (นายพงค์ศักดิ์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",การเชื่อมท่อน้ำทิ้งหมู่บ้านอลิชา1 ซอยพุทธบูชา36 เข้ากับท่อน้ำทิ้งเมนหลังจากทำการขยายถนนพุทธบูชา36 ยังไม่เรียบร้อย ตอนนี้หมู่บ้านมีปัญหาน้ำท่วมขังเวลาฝนตก กระทบสมาชิกหมู่บ้าน 54 หลังคาเรือน ติดต่อวิศวกรผู้ดูแลโครงการแล้วเรื่องเงียบหายไปหลายรอบแล้ว รบกวนช่วยประสานงานให้เขตทุ่งครุเจ้าของโครงการ มาดูแลด้วยครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b15eb518f037f2f5a66cbc88ad6fd2bb22cdc9d5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/0e9af0b3bf024d94056c3cb81d8fa4edaa1bebc5.jpg,"100.48089,13.64686",27/2 ซอย แถมทอง แขวง บางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,บางมด,ทุ่งครุ,กรุงเทพมหานคร,2022-06-03 01:24:01.850334+00,เสร็จสิ้น,,0,2022-07-05 13:21:19.409417+00,2.0
111,111,5048,2022-3XYGRC,"{ท่อระบายน้ำ,ถนน,น้ำท่วม}","เขตบางคอแหลม,ฝ่ายโยธา เขตบางคอแหลม,ผอ.เขตบางคอแหลม (นางวาสนา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",เจริญราษฎร์5 แยก 10 น้ำท่วม ถนนต่ำ ท่อตัน เป็น 10 ปี ลิง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8e4565a48267cba0f843e6ad5dc0f80f40ca2fed.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b1ae5cbc91989fb04e00ce65f176830dccda97c7.jpg,"100.52115,13.70300",542/29 ซอย จันทน์ 23/2 แขวง บางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,2022-06-03 01:43:00.004975+00,เสร็จสิ้น,,0,2022-06-14 08:56:10.587623+00,2.0
112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1.0
113,113,5132,2022-ZACK96,{น้ำท่วม},"เขตสายไหม,ฝ่ายโยธา เขตสายไหม,ผอ.เขตสายไหม (นายสมบัติ),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",เขตสายไหม ช่วงเส้นเพิ่มสิน/วัดเกาะ เกิดน้ำท่วมขังสูงทุกครั้งที่มีฝนตก,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3aea7c05a780a508f914896e213b7242f5b89b9a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b3963db63ffa457707bd057d731dad49962424b8.jpg,"100.62597,13.89184",4/70 ซอย เพิ่มสิน 20 แขวง คลองถนน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,คลองถนน,สายไหม,กรุงเทพมหานคร,2022-06-03 03:22:06.051424+00,เสร็จสิ้น,5.0,0,2022-06-10 09:15:39.762153+00,2.0
115,115,5200,2022-NRA98B,{น้ำท่วม},"เขตมีนบุรี,ฝ่ายโยธา เขตมีนบุรี,ผอ.เขตมีนบุรี (นายศักดิ์ชัย),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",น้ำท่วมหนัก,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b4b36b964ce3c8f39656fbe0d11a53bf08a128c6.jpg,,"100.78125,13.80428",50 19 ซอย คุ้มเกล้า 6 แขวง แสนแสบ มีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย,แสนแสบ,มีนบุรี,กรุงเทพมหานคร,2022-06-03 04:18:32.597913+00,เสร็จสิ้น,,0,2023-08-08 07:57:44.029122+00,2.0
